domain,name,type,common_rank,first_rank_total,first_total_births,first_male_births,first_female_births,first_recent_2020_births,first_first_year,first_last_year,first_peak_year,first_peak_year_births,first_best_sex,surname_rank_2010,surname_count_2010,surname_prop100k_2010,rdap_status,checked_at_utc
demarrion.com,demarrion,first,27673,27673,206,206,0,0,2002,2019,2007,19,M,,,,available,2026-05-30T06:09:37.115Z
hildagarde.com,hildagarde,first,27682,27682,206,0,206,0,1898,1940,1916,17,F,,,,available,2026-05-30T06:09:37.115Z
kaytlen.com,kaytlen,first,27689,27689,206,0,206,0,1988,2012,2004,14,F,,,,available,2026-05-30T06:09:37.115Z
staphanie.com,staphanie,first,27708,27708,206,0,206,0,1971,1998,1990,17,F,,,,available,2026-05-30T06:09:37.115Z
arlicia.com,arlicia,first,27726,27726,205,0,205,0,1959,2005,1989,12,F,,,,available,2026-05-30T06:09:37.115Z
daeveon.com,daeveon,first,27733,27733,205,205,0,0,1998,2017,2008,17,M,,,,available,2026-05-30T06:09:37.115Z
jahliyah.com,jahliyah,first,27742,27742,205,0,205,9,1998,2020,2015,17,F,,,,available,2026-05-30T06:09:37.115Z
jajaira.com,jajaira,first,27744,27744,205,0,205,0,1975,2008,1995,12,F,,,,available,2026-05-30T06:09:37.115Z
jasmarie.com,jasmarie,first,27745,27745,205,0,205,0,1991,2019,2007,18,F,,,,available,2026-05-30T06:09:37.115Z
kedarius.com,kedarius,first,27754,27754,205,205,0,0,1991,2011,2001,18,M,,,,available,2026-05-30T06:09:37.115Z
keyandra.com,keyandra,first,27755,27755,205,0,205,0,1983,2009,1993,19,F,,,,available,2026-05-30T06:09:37.115Z
kiarrah.com,kiarrah,first,27756,27756,205,0,205,0,1991,2017,1999,15,F,,,,available,2026-05-30T06:09:37.115Z
rondarius.com,rondarius,first,27774,27774,205,205,0,0,1989,2011,2000,20,M,,,,available,2026-05-30T06:09:37.115Z
elizebath.com,elizebath,first,27806,27806,204,0,204,0,1913,1965,1919,12,F,,,,available,2026-05-30T06:09:37.115Z
keeshawn.com,keeshawn,first,27818,27818,204,204,0,5,1994,2020,2000,25,M,,,,available,2026-05-30T06:09:37.115Z
laterria.com,laterria,first,27821,27821,204,0,204,0,1977,2007,1993,18,F,,,,available,2026-05-30T06:09:37.115Z
laverle.com,laverle,first,27823,27823,204,13,191,0,1915,1950,1925,11,F,,,,available,2026-05-30T06:09:37.115Z
lilyonna.com,lilyonna,first,27824,27824,204,0,204,6,2003,2020,2010,19,F,,,,available,2026-05-30T06:09:37.115Z
lonnette.com,lonnette,first,27825,27825,204,0,204,0,1944,1988,1967,14,F,,,,available,2026-05-30T06:09:37.115Z
melvenia.com,melvenia,first,27832,27832,204,0,204,0,1918,1969,1950,13,F,,,,available,2026-05-30T06:09:37.115Z
shatyra.com,shatyra,first,27843,27843,204,0,204,0,1985,2007,1993,15,F,,,,available,2026-05-30T06:09:37.115Z
theoplis.com,theoplis,first,27848,27848,204,204,0,0,1917,1991,1956,12,M,,,,available,2026-05-30T06:09:37.115Z
yahayra.com,yahayra,first,27851,27851,204,0,204,0,1982,2015,1996,17,F,,,,available,2026-05-30T06:09:37.115Z
gulianna.com,gulianna,first,27879,27879,203,0,203,8,1999,2020,2012,21,F,,,,available,2026-05-30T06:09:37.115Z
jamyria.com,jamyria,first,27886,27886,203,0,203,0,1999,2016,2006,20,F,,,,available,2026-05-30T06:09:37.115Z
jhamari.com,jhamari,first,27888,27888,203,203,0,8,1991,2020,2011,18,M,,,,available,2026-05-30T06:09:37.115Z
natonya.com,natonya,first,27899,27899,203,0,203,0,1968,2004,1974,23,F,,,,available,2026-05-30T06:09:37.115Z
zymier.com,zymier,first,27922,27922,203,203,0,11,2004,2020,2019,20,M,,,,available,2026-05-30T06:09:37.115Z
jaslyne.com,jaslyne,first,27954,27954,202,0,202,0,1992,2017,2008,34,F,,,,available,2026-05-30T06:09:37.115Z
kearah.com,kearah,first,27958,27958,202,0,202,0,1993,2013,2005,20,F,,,,available,2026-05-30T06:09:37.115Z
kendelle.com,kendelle,first,27959,27959,202,5,197,0,1985,2019,2006,15,F,,,,available,2026-05-30T06:09:37.115Z
llesenia.com,llesenia,first,27964,27964,202,0,202,0,1975,1999,1980,15,F,,,,available,2026-05-30T06:09:37.115Z
paisyn.com,paisyn,first,27973,27973,202,0,202,12,2010,2020,2013,31,F,,,,available,2026-05-30T06:09:37.115Z
amontae.com,amontae,first,27996,27996,201,201,0,7,1998,2020,2009,16,M,,,,available,2026-05-30T06:09:37.115Z
denorris.com,denorris,first,28013,28013,201,201,0,0,1955,2011,1987,13,M,,,,available,2026-05-30T06:09:37.115Z
dishawn.com,dishawn,first,28014,28014,201,201,0,0,1976,2015,1994,15,M,,,,available,2026-05-30T06:09:37.115Z
doneshia.com,doneshia,first,28015,28015,201,0,201,0,1978,2003,1987,13,F,,,,available,2026-05-30T06:09:37.115Z
jaishawn.com,jaishawn,first,28031,28031,201,201,0,6,1993,2020,2011,16,M,,,,available,2026-05-30T06:09:37.115Z
jasalyn.com,jasalyn,first,28032,28032,201,0,201,0,1991,2015,2007,17,F,,,,available,2026-05-30T06:09:37.115Z
shemica.com,shemica,first,28064,28064,201,0,201,0,1973,1992,1979,29,F,,,,available,2026-05-30T06:09:37.115Z
tahmir.com,tahmir,first,28065,28065,201,201,0,6,1995,2020,1998,15,M,,,,available,2026-05-30T06:09:37.115Z
tanashia.com,tanashia,first,28066,28066,201,0,201,0,1974,2009,1997,14,F,,,,available,2026-05-30T06:09:37.115Z
timiyah.com,timiyah,first,28067,28067,201,0,201,6,1998,2020,2011,15,F,,,,available,2026-05-30T06:09:37.115Z
jaquala.com,jaquala,first,28096,28096,200,0,200,0,1986,2008,1997,16,F,,,,available,2026-05-30T06:09:37.115Z
jceon.com,jceon,first,28099,28099,200,200,0,13,2012,2020,2013,51,M,,,,available,2026-05-30T06:09:37.115Z
kashawna.com,kashawna,first,28101,28101,200,0,200,0,1977,2008,1996,13,F,,,,available,2026-05-30T06:09:37.115Z
kayzlee.com,kayzlee,first,28103,28103,200,0,200,25,2010,2020,2015,27,F,,,,available,2026-05-30T06:09:37.115Z
laityn.com,laityn,first,28106,28106,200,6,194,18,2007,2020,2012,23,F,,,,available,2026-05-30T06:09:37.115Z
mariaha.com,mariaha,first,28113,28113,200,0,200,0,1987,2015,1992,19,F,,,,available,2026-05-30T06:09:37.115Z
adriyanna.com,adriyanna,first,28136,28136,199,0,199,0,1999,2017,2008,27,F,,,,available,2026-05-30T06:09:37.115Z
kamaiya.com,kamaiya,first,28161,28161,199,0,199,7,1998,2020,2006,19,F,,,,available,2026-05-30T06:09:37.115Z
marshayla.com,marshayla,first,28166,28166,199,0,199,0,1989,2017,1996,14,F,,,,available,2026-05-30T06:09:37.115Z
chaniqua.com,chaniqua,first,28210,28210,198,0,198,0,1975,1995,1991,38,F,,,,available,2026-05-30T06:09:37.115Z
jaeceon.com,jaeceon,first,28231,28231,198,198,0,10,2013,2020,2014,41,M,,,,available,2026-05-30T06:09:37.115Z
johntavious.com,johntavious,first,28234,28234,198,198,0,0,1987,2013,2006,13,M,,,,available,2026-05-30T06:09:37.115Z
jonasia.com,jonasia,first,28235,28235,198,0,198,0,1996,2015,2001,21,F,,,,available,2026-05-30T06:09:37.115Z
blannie.com,blannie,first,28272,28272,197,0,197,0,1898,1948,1913,12,F,,,,available,2026-05-30T06:09:37.115Z
daiveon.com,daiveon,first,28277,28277,197,197,0,0,1998,2018,2007,18,M,,,,available,2026-05-30T06:09:37.115Z
deanndra.com,deanndra,first,28278,28278,197,0,197,0,1979,2005,1988,16,F,,,,available,2026-05-30T06:09:37.115Z
dekendrick.com,dekendrick,first,28280,28280,197,197,0,0,1978,2019,1994,14,M,,,,available,2026-05-30T06:09:37.115Z
ernestene.com,ernestene,first,28284,28284,197,0,197,0,1918,1950,1927,14,F,,,,available,2026-05-30T06:09:37.115Z
latavious.com,latavious,first,28302,28302,197,197,0,7,1987,2020,2001,15,M,,,,available,2026-05-30T06:09:37.115Z
mattalyn.com,mattalyn,first,28310,28310,197,0,197,12,1996,2020,2008,16,F,,,,available,2026-05-30T06:09:37.115Z
shakeisha.com,shakeisha,first,28320,28320,197,0,197,0,1975,1999,1991,17,F,,,,available,2026-05-30T06:09:37.115Z
briyonna.com,briyonna,first,28348,28348,196,0,196,0,1990,2017,2000,15,F,,,,available,2026-05-30T06:09:37.115Z
brynlea.com,brynlea,first,28349,28349,196,0,196,13,2004,2020,2014,19,F,,,,available,2026-05-30T06:09:37.115Z
debraann.com,debraann,first,28354,28354,196,0,196,0,1953,1977,1959,18,F,,,,available,2026-05-30T06:09:37.115Z
laterrance.com,laterrance,first,28374,28374,196,196,0,0,1975,2009,1980,18,M,,,,available,2026-05-30T06:09:37.115Z
seniyah.com,seniyah,first,28391,28391,196,0,196,9,2003,2020,2009,23,F,,,,available,2026-05-30T06:09:37.115Z
arieona.com,arieona,first,28403,28403,195,0,195,0,1995,2014,1999,17,F,,,,available,2026-05-30T06:09:37.115Z
danijah.com,danijah,first,28414,28414,195,0,195,0,2000,2019,2008,23,F,,,,available,2026-05-30T06:09:37.115Z
denetta.com,denetta,first,28416,28416,195,0,195,0,1955,1993,1971,16,F,,,,available,2026-05-30T06:09:37.115Z
jaivyn.com,jaivyn,first,28433,28433,195,195,0,22,2005,2020,2009,24,M,,,,available,2026-05-30T06:09:37.115Z
jakeira.com,jakeira,first,28434,28434,195,0,195,0,1992,2015,2006,23,F,,,,available,2026-05-30T06:09:37.115Z
keundra.com,keundra,first,28438,28438,195,0,195,0,1985,2008,1996,20,F,,,,available,2026-05-30T06:09:37.115Z
makenzye.com,makenzye,first,28445,28445,195,0,195,0,2001,2017,2010,20,F,,,,available,2026-05-30T06:09:37.115Z
makynli.com,makynli,first,28447,28447,195,0,195,0,2009,2018,2010,47,F,,,,available,2026-05-30T06:09:37.115Z
mauriana.com,mauriana,first,28451,28451,195,0,195,5,1996,2020,2006,16,F,,,,available,2026-05-30T06:09:37.115Z
shataya.com,shataya,first,28462,28462,195,0,195,0,1979,2007,1991,18,F,,,,available,2026-05-30T06:09:37.115Z
sherronda.com,sherronda,first,28464,28464,195,0,195,0,1966,1989,1979,14,F,,,,available,2026-05-30T06:09:37.115Z
yareliz.com,yareliz,first,28474,28474,195,0,195,0,1993,2018,2007,18,F,,,,available,2026-05-30T06:09:37.115Z
altonio.com,altonio,first,28480,28480,194,194,0,0,1969,2009,1978,13,M,,,,available,2026-05-30T06:09:37.115Z
damieon.com,damieon,first,28492,28492,194,194,0,0,1974,2012,2008,16,M,,,,available,2026-05-30T06:09:37.115Z
danaysha.com,danaysha,first,28493,28493,194,0,194,0,1993,2016,2003,18,F,,,,available,2026-05-30T06:09:37.115Z
jamyrah.com,jamyrah,first,28502,28502,194,0,194,10,1998,2020,2010,18,F,,,,available,2026-05-30T06:09:37.115Z
jazzlin.com,jazzlin,first,28503,28503,194,0,194,0,1990,2019,2011,17,F,,,,available,2026-05-30T06:09:37.115Z
kenedee.com,kenedee,first,28510,28510,194,0,194,0,1995,2018,2007,14,F,,,,available,2026-05-30T06:09:37.115Z
kordae.com,kordae,first,28514,28514,194,194,0,12,2006,2020,2008,35,M,,,,available,2026-05-30T06:09:37.115Z
lamarius.com,lamarius,first,28516,28516,194,194,0,0,1980,2018,2009,15,M,,,,available,2026-05-30T06:09:37.115Z
mackinsey.com,mackinsey,first,28518,28518,194,0,194,0,1989,2017,2008,16,F,,,,available,2026-05-30T06:09:37.115Z
ordoyne.com,ordoyne,last,28525,,,,,,,,,,,28525,836,0.28,available,2026-05-30T06:09:37.115Z
nyemah.com,nyemah,first,28527,28527,194,0,194,7,2001,2020,2008,23,F,,,,available,2026-05-30T06:09:37.115Z
nyshawn.com,nyshawn,first,28528,28528,194,194,0,5,1997,2020,2005,23,M,,,,available,2026-05-30T06:09:37.115Z
taneeka.com,taneeka,first,28541,28541,194,0,194,0,1972,1994,1977,17,F,,,,available,2026-05-30T06:09:37.115Z
tyshawna.com,tyshawna,first,28546,28546,194,0,194,0,1980,2014,1998,17,F,,,,available,2026-05-30T06:09:37.115Z
aysiah.com,aysiah,first,28555,28555,193,0,193,0,1996,2014,2002,20,F,,,,available,2026-05-30T06:09:37.115Z
chameka.com,chameka,first,28562,28562,193,0,193,0,1975,1993,1977,20,F,,,,available,2026-05-30T06:09:37.115Z
lakeithia.com,lakeithia,first,28589,28589,193,0,193,0,1973,2001,1987,14,F,,,,available,2026-05-30T06:09:37.115Z
lekendrick.com,lekendrick,first,28591,28591,193,193,0,0,1976,2014,1984,13,M,,,,available,2026-05-30T06:09:37.115Z
carmesha.com,carmesha,first,28639,28639,192,0,192,0,1974,2001,1991,12,F,,,,available,2026-05-30T06:09:37.115Z
dalaysia.com,dalaysia,first,28646,28646,192,0,192,11,1999,2020,2017,19,F,,,,available,2026-05-30T06:09:37.115Z
davanee.com,davanee,first,28647,28647,192,0,192,5,2005,2020,2014,21,F,,,,available,2026-05-30T06:09:37.115Z
jaylianna.com,jaylianna,first,28663,28663,192,0,192,9,2006,2020,2013,24,F,,,,available,2026-05-30T06:09:37.115Z
jontrell.com,jontrell,first,28665,28665,192,192,0,0,1981,2015,1997,13,M,,,,available,2026-05-30T06:09:37.115Z
leaira.com,leaira,first,28671,28671,192,0,192,5,1991,2020,2006,25,F,,,,available,2026-05-30T06:09:37.115Z
nikiyah.com,nikiyah,first,28678,28678,192,0,192,0,1998,2015,2012,18,F,,,,available,2026-05-30T06:09:37.115Z
paizleigh.com,paizleigh,first,28681,28681,192,0,192,18,2009,2020,2013,28,F,,,,available,2026-05-30T06:09:37.115Z
sharnette.com,sharnette,first,28688,28688,192,0,192,0,1964,1993,1973,16,F,,,,available,2026-05-30T06:09:37.115Z
sherolyn.com,sherolyn,first,28689,28689,192,0,192,0,1938,1974,1954,13,F,,,,available,2026-05-30T06:09:37.115Z
taeveon.com,taeveon,first,28691,28691,192,192,0,0,1999,2019,2006,14,M,,,,available,2026-05-30T06:09:37.115Z
tieshia.com,tieshia,first,28692,28692,192,0,192,0,1977,1997,1988,14,F,,,,available,2026-05-30T06:09:37.115Z
brizeyda.com,brizeyda,first,28711,28711,191,0,191,5,1999,2020,2005,23,F,,,,available,2026-05-30T06:09:37.115Z
cahlil.com,cahlil,first,28712,28712,191,191,0,13,1995,2020,2015,15,M,,,,available,2026-05-30T06:09:37.115Z
demarrio.com,demarrio,first,28720,28720,191,191,0,0,1976,2015,1984,16,M,,,,available,2026-05-30T06:09:37.115Z
jaleeyah.com,jaleeyah,first,28728,28728,191,0,191,9,2001,2020,2010,22,F,,,,available,2026-05-30T06:09:37.115Z
katrisha.com,katrisha,first,28737,28737,191,0,191,0,1970,1994,1983,17,F,,,,available,2026-05-30T06:09:37.115Z
quenisha.com,quenisha,first,28755,28755,191,0,191,0,1980,1999,1993,24,F,,,,available,2026-05-30T06:09:37.115Z
trenisha.com,trenisha,first,28762,28762,191,0,191,0,1974,2003,1991,18,F,,,,available,2026-05-30T06:09:37.115Z
albirta.com,albirta,first,28771,28771,190,0,190,0,1897,1934,1905,10,F,,,,available,2026-05-30T06:09:37.115Z
briceson.com,briceson,first,28777,28777,190,190,0,7,1988,2020,2011,16,M,,,,available,2026-05-30T06:09:37.115Z
cynethia.com,cynethia,first,28784,28784,190,0,190,0,1955,1992,1967,15,F,,,,available,2026-05-30T06:09:37.115Z
demontez.com,demontez,first,28786,28786,190,190,0,6,1991,2020,1993,17,M,,,,available,2026-05-30T06:09:37.115Z
kynnadi.com,kynnadi,first,28804,28804,190,0,190,9,2002,2020,2011,20,F,,,,available,2026-05-30T06:09:37.115Z
maleaha.com,maleaha,first,28807,28807,190,0,190,5,1985,2020,2009,16,F,,,,available,2026-05-30T06:09:37.115Z
shawntavia.com,shawntavia,first,28824,28824,190,0,190,0,1981,2004,1993,14,F,,,,available,2026-05-30T06:09:37.115Z
adasyn.com,adasyn,first,28837,28837,189,0,189,0,2003,2019,2007,21,F,,,,available,2026-05-30T06:09:37.115Z
jalaiya.com,jalaiya,first,28866,28866,189,0,189,15,2001,2020,2018,25,F,,,,available,2026-05-30T06:09:37.115Z
jaquil.com,jaquil,first,28868,28868,189,189,0,0,1989,2019,1994,24,M,,,,available,2026-05-30T06:09:37.115Z
kieanna.com,kieanna,first,28877,28877,189,0,189,0,1982,2009,1999,17,F,,,,available,2026-05-30T06:09:37.115Z
lacreshia.com,lacreshia,first,28881,28881,189,0,189,0,1973,1996,1991,19,F,,,,available,2026-05-30T06:09:37.115Z
laelani.com,laelani,first,28882,28882,189,0,189,18,2003,2020,2020,18,F,,,,available,2026-05-30T06:09:37.115Z
shakeyla.com,shakeyla,first,28901,28901,189,0,189,0,1981,2001,1992,38,F,,,,available,2026-05-30T06:09:37.115Z
shaletha.com,shaletha,first,28902,28902,189,0,189,0,1969,1996,1980,18,F,,,,available,2026-05-30T06:09:37.115Z
shanikqua.com,shanikqua,first,28903,28903,189,0,189,0,1974,1997,1991,32,F,,,,available,2026-05-30T06:09:37.115Z
tranisha.com,tranisha,first,28907,28907,189,0,189,0,1978,2005,1991,16,F,,,,available,2026-05-30T06:09:37.115Z
adilenne.com,adilenne,first,28913,28913,188,0,188,10,1990,2020,2015,12,F,,,,available,2026-05-30T06:09:37.115Z
arlester.com,arlester,first,28920,28920,188,188,0,0,1921,1978,1948,11,M,,,,available,2026-05-30T06:09:37.115Z
aujanae.com,aujanae,first,28922,28922,188,0,188,0,1995,2012,2000,19,F,,,,available,2026-05-30T06:09:37.115Z
dasiah.com,dasiah,first,28931,28931,188,25,163,8,1995,2020,2006,12,F,,,,available,2026-05-30T06:09:37.115Z
kaitlinn.com,kaitlinn,first,28950,28950,188,0,188,0,1989,2008,1995,17,F,,,,available,2026-05-30T06:09:37.115Z
keanthony.com,keanthony,first,28953,28953,188,188,0,0,1989,2016,2000,13,M,,,,available,2026-05-30T06:09:37.115Z
renelda.com,renelda,first,28979,28979,188,0,188,0,1919,1981,1960,12,F,,,,available,2026-05-30T06:09:37.115Z
zaylyn.com,zaylyn,first,28997,28997,188,107,81,20,2007,2020,2019,17,F,,,,available,2026-05-30T06:09:37.115Z
ahrianna.com,ahrianna,first,29002,29002,187,0,187,0,2001,2017,2007,18,F,,,,available,2026-05-30T06:09:37.115Z
isiaih.com,isiaih,first,29025,29025,187,187,0,0,1990,2010,2004,18,M,,,,available,2026-05-30T06:09:37.115Z
kahliyah.com,kahliyah,first,29027,29027,187,0,187,10,1998,2020,2014,14,F,,,,available,2026-05-30T06:09:37.115Z
khamiyah.com,khamiyah,first,29031,29031,187,0,187,19,2005,2020,2020,19,F,,,,available,2026-05-30T06:09:37.115Z
rielynn.com,rielynn,first,29047,29047,187,0,187,12,2007,2020,2014,22,F,,,,available,2026-05-30T06:09:37.115Z
yosselyn.com,yosselyn,first,29062,29062,187,0,187,0,1992,2019,2007,26,F,,,,available,2026-05-30T06:09:37.115Z
zyiah.com,zyiah,first,29063,29063,187,0,187,5,2003,2020,2013,22,F,,,,available,2026-05-30T06:09:37.115Z
alfonzia.com,alfonzia,first,29066,29066,186,186,0,0,1919,1975,1951,15,M,,,,available,2026-05-30T06:09:37.115Z
ashiyah.com,ashiyah,first,29073,29073,186,0,186,5,2002,2020,2007,20,F,,,,available,2026-05-30T06:09:37.115Z
conswella.com,conswella,first,29085,29085,186,0,186,0,1970,1990,1973,26,F,,,,available,2026-05-30T06:09:37.115Z
daniqua.com,daniqua,first,29086,29086,186,0,186,0,1984,1999,1991,30,F,,,,available,2026-05-30T06:09:37.115Z
danylah.com,danylah,first,29087,29087,186,0,186,26,2007,2020,2019,27,F,,,,available,2026-05-30T06:09:37.115Z
estelene.com,estelene,first,29093,29093,186,0,186,0,1913,1938,1926,12,F,,,,available,2026-05-30T06:09:37.115Z
galileah.com,galileah,first,29097,29097,186,0,186,12,2005,2020,2015,29,F,,,,available,2026-05-30T06:09:37.115Z
gearold.com,gearold,first,29098,29098,186,186,0,0,1914,1966,1952,12,M,,,,available,2026-05-30T06:09:37.115Z
kaizlee.com,kaizlee,first,29108,29108,186,0,186,27,2009,2020,2018,31,F,,,,available,2026-05-30T06:09:37.115Z
kynzlie.com,kynzlie,first,29111,29111,186,0,186,7,2010,2020,2014,28,F,,,,available,2026-05-30T06:09:37.115Z
quashaun.com,quashaun,first,29122,29122,186,186,0,0,1991,2012,1991,17,M,,,,available,2026-05-30T06:09:37.115Z
rontrell.com,rontrell,first,29124,29124,186,186,0,0,1979,2018,1990,15,M,,,,available,2026-05-30T06:09:37.115Z
berdella.com,berdella,first,29143,29143,185,0,185,0,1913,1949,1922,14,F,,,,available,2026-05-30T06:09:37.115Z
brailen.com,brailen,first,29146,29146,185,185,0,8,2004,2020,2011,18,M,,,,available,2026-05-30T06:09:37.115Z
deontrae.com,deontrae,first,29149,29149,185,185,0,0,1985,2017,1995,16,M,,,,available,2026-05-30T06:09:37.115Z
geovonni.com,geovonni,first,29154,29154,185,185,0,11,1993,2020,2008,14,M,,,,available,2026-05-30T06:09:37.115Z
jaquanna.com,jaquanna,first,29157,29157,185,0,185,0,1985,2001,1996,18,F,,,,available,2026-05-30T06:09:37.115Z
jearlene.com,jearlene,first,29162,29162,185,0,185,0,1928,1958,1937,14,F,,,,available,2026-05-30T06:09:37.115Z
jereline.com,jereline,first,29163,29163,185,0,185,0,1921,1957,1944,12,F,,,,available,2026-05-30T06:09:37.115Z
jermiyah.com,jermiyah,first,29164,29164,185,17,168,0,2001,2017,2011,17,F,,,,available,2026-05-30T06:09:37.115Z
keymari.com,keymari,first,29170,29170,185,152,33,11,2001,2020,2009,17,M,,,,available,2026-05-30T06:09:37.115Z
nyeema.com,nyeema,first,29181,29181,185,0,185,6,1977,2020,2007,20,F,,,,available,2026-05-30T06:09:37.115Z
quaneshia.com,quaneshia,first,29184,29184,185,0,185,0,1980,2001,1993,27,F,,,,available,2026-05-30T06:09:37.115Z
rakeisha.com,rakeisha,first,29186,29186,185,0,185,0,1976,2000,1993,17,F,,,,available,2026-05-30T06:09:37.115Z
traniyah.com,traniyah,first,29195,29195,185,0,185,0,2003,2019,2009,17,F,,,,available,2026-05-30T06:09:37.115Z
treniece.com,treniece,first,29196,29196,185,0,185,0,1971,2006,1984,13,F,,,,available,2026-05-30T06:09:37.115Z
charnetta.com,charnetta,first,29220,29220,184,0,184,0,1969,1994,1984,13,F,,,,available,2026-05-30T06:09:37.115Z
epimenio.com,epimenio,first,29230,29230,184,184,0,0,1919,1992,1923,12,M,,,,available,2026-05-30T06:09:37.115Z
janiaya.com,janiaya,first,29244,29244,184,0,184,0,2000,2015,2004,22,F,,,,available,2026-05-30T06:09:37.115Z
joshalyn.com,joshalyn,first,29249,29249,184,0,184,0,1984,2014,1992,12,F,,,,available,2026-05-30T06:09:37.115Z
makaylynn.com,makaylynn,first,29258,29258,184,0,184,5,2002,2020,2008,16,F,,,,available,2026-05-30T06:09:37.115Z
makhiya.com,makhiya,first,29259,29259,184,0,184,5,2001,2020,2006,21,F,,,,available,2026-05-30T06:09:37.115Z
quentavious.com,quentavious,first,29268,29268,184,184,0,0,1988,2009,1997,17,M,,,,available,2026-05-30T06:09:37.115Z
zayquan.com,zayquan,first,29284,29284,184,184,0,5,1995,2020,2001,15,M,,,,available,2026-05-30T06:09:37.115Z
zniyah.com,zniyah,first,29287,29287,184,0,184,12,2003,2020,2007,20,F,,,,available,2026-05-30T06:09:37.115Z
alishea.com,alishea,first,29291,29291,183,0,183,0,1972,1998,1990,14,F,,,,available,2026-05-30T06:09:37.115Z
billijo.com,billijo,first,29298,29298,183,0,183,0,1965,2004,1975,16,F,,,,available,2026-05-30T06:09:37.115Z
iszabella.com,iszabella,first,29318,29318,183,0,183,0,2000,2018,2012,24,F,,,,available,2026-05-30T06:09:37.115Z
janiylah.com,janiylah,first,29321,29321,183,0,183,14,2008,2020,2014,22,F,,,,available,2026-05-30T06:09:37.115Z
kasheena.com,kasheena,first,29329,29329,183,0,183,0,1976,1996,1985,28,F,,,,available,2026-05-30T06:09:37.115Z
tlatelpa.com,tlatelpa,last,29334,,,,,,,,,,,29334,806,0.27,available,2026-05-30T06:09:37.115Z
latayna.com,latayna,first,29337,29337,183,0,183,0,1964,1984,1974,18,F,,,,available,2026-05-30T06:09:37.115Z
sherral.com,sherral,first,29355,29355,183,0,183,0,1937,1965,1950,17,F,,,,available,2026-05-30T06:09:37.115Z
